"";"cod_mun";"PIB_PC";"PIB_total";"atvidade_economica"
"4625";4300877;26766,37;144404,556;"Indústrias de transformação"
"4626";4300901;133833,9;883437,56;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"4627";4301008;52217,83;1058559,947;"Indústrias de transformação"
"4628";4301057;24638,41;222977,624;"Demais serviços"
"4629";4301073;20140,95;58529,592;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4630";4301107;16592,98;236532,97;"Demais serviços"
"4631";4301206;24995,39;334638,255;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4632";4301305;32643,03;617671,501;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4633";4301404;24221,72;257089,374;"Demais serviços"
"4634";4301503;41440,73;293856,241;"Demais serviços"
"4635";4301552;26082,49;96974,68;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4636";4301602;24601,29;3006499,126;"Demais serviços"
"4637";4301636;17299,55;219202,542;"Demais serviços"
"4638";4301651;28395,89;173470,471;"Indústrias de transformação"
"4639";4301701;30461,89;206013,786;"Demais serviços"
"4640";4301750;15355,95;114248,252;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4641";4301800;33927,08;185716,823;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4642";4301859;12939,6;42092,511;"Administração, defesa, educação e saúde públicas e seguridade social"
"4643";4301875;47852,46;202080,947;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4644";4301909;24744,99;330716,852;"Demais serviços"
"4645";4301925;25296,31;48442,432;"Pecuária, inclusive apoio à pecuária"
"4646";4301958;45126,69;113538,754;"Demais serviços"
"4647";4302006;16702,47;191844,621;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4648";4302055;13680,22;30465,857;"Administração, defesa, educação e saúde públicas e seguridade social"
"4649";4302105;48069,12;5531265,954;"Demais serviços"
"4650";4302154;52738,78;114284,942;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4651";4302204;28337,96;193519,927;"Demais serviços"
"4652";4302220;86135,32;217577,811;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4653";4302238;60828,85;156877,599;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4654";4302253;25679,93;73418,924;"Administração, defesa, educação e saúde públicas e seguridade social"
"4655";4302303;25929,56;305268,697;"Demais serviços"
"4656";4302352;40561,86;534970,435;"Demais serviços"
"4657";4302378;24099,79;53405,126;"Administração, defesa, educação e saúde públicas e seguridade social"
"4658";4302402;21561,41;263135,443;"Demais serviços"
"4659";4302451;16856,95;133405,895;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4660";4302501;40024,29;272205,177;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4661";4302584;47342,47;105479,031;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4662";4302600;20880,99;76152,958;"Administração, defesa, educação e saúde públicas e seguridade social"
"4663";4302659;17390,55;86883,183;"Administração, defesa, educação e saúde públicas e seguridade social"
"4664";4302709;20409,85;433648,188;"Demais serviços"
"4665";4302808;23553,41;815748,92;"Demais serviços"
"4666";4302907;23695,04;321115,174;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4667";4303004;26888,12;2298799,983;"Demais serviços"
"4668";4303103;38959,54;4960250,371;"Demais serviços"
"4669";4303202;18829,8;96031,992;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4670";4303301;31572,47;159188,399;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4671";4303400;19234,91;97405,57;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4672";4303509;30617,83;2027359,878;"Demais serviços"
"4673";4303558;61001,38;166716,778;"Demais serviços"
"4674";4303608;22252,48;148646,57;"Demais serviços"
"4675";4303673;43145,21;146995,743;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4676";4303707;24414,54;146340,774;"Pecuária, inclusive apoio à pecuária"
"4677";4303806;34165,71;192728,755;"Demais serviços"
"4678";4303905;43365,16;2815006,001;"Indústrias de transformação"
"4679";4304002;36825,17;190054,706;"Demais serviços"
"4680";4304101;24598,31;86438,473;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4681";4304200;24459,76;773001,808;"Demais serviços"
"4682";4304309;34009,61;223341,09;"Demais serviços"
"4683";4304358;53684,81;504959,313;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"4684";4304408;23256,35;1001465,153;"Demais serviços"
"4685";4304507;20327,86;1140453,66;"Demais serviços"
"4686";4304606;55103,53;18947513,375;"Indústrias de transformação"
"4687";4304614;23219,64;42190,078;"Pecuária, inclusive apoio à pecuária"
"4688";4304622;81518,2;143308,997;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4689";4304630;29783,96;1441573,486;"Demais serviços"
"4690";4304655;70151,94;241954,032;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4691";4304663;21267,98;542227,208;"Demais serviços"
"4692";4304671;50947,66;222233,698;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4693";4304689;17250,61;197605,682;"Administração, defesa, educação e saúde públicas e seguridade social"
"4694";4304697;24419,89;67618,664;"Pecuária, inclusive apoio à pecuária"
"4695";4304705;41895,88;2611747,229;"Demais serviços"
"4696";4304713;12823,46;102215,78;"Administração, defesa, educação e saúde públicas e seguridade social"
"4697";4304804;78474,36;2204423,288;"Indústrias de transformação"
"4698";4304853;21371,17;33061,206;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4699";4304903;44938,46;407996,262;"Demais serviços"
"4700";4304952;37685,28;120027,625;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4701";4305009;35430,14;330740,364;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4702";4305108;44927,71;21717020,236;"Demais serviços"
"4703";4305116;23015,25;69413,986;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4704";4305124;15361,39;98973,454;"Administração, defesa, educação e saúde públicas e seguridade social"
"4705";4305132;15833,17;74320,914;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4706";4305157;18986,33;46269,691;"Administração, defesa, educação e saúde públicas e seguridade social"
"4707";4305173;14599,54;167690,279;"Administração, defesa, educação e saúde públicas e seguridade social"
"4708";4305207;45546,26;640790,386;"Comércio e reparação de veículos automotores e motocicletas"
"4709";4305306;45523,33;436887,419;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4710";4305355;27018,08;1050976,29;"Indústrias de transformação"
"4711";4305371;20331,28;70793,522;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4712";4305405;49021,88;197362,103;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4713";4305439;37264,87;240582,011;"Demais serviços"
"4714";4305447;19514,97;103800,148;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4715";4305454;18943,63;278660,822;"Demais serviços"
"4716";4305504;24263,9;120906,996;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4717";4305587;27240,66;68074,42;"Pecuária, inclusive apoio à pecuária"
"4718";4305603;49547,65;172326,742;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4719";4305702;45889,39;313699,853;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4720";4305801;26665,57;269562,278;"Demais serviços"
"4721";4305835;20988,35;32720,842;"Pecuária, inclusive apoio à pecuária"
"4722";4305850;42178,47;103674,686;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4723";4305871;55365,8;141681,073;"Comércio e reparação de veículos automotores e motocicletas"
"4724";4305900;33910,1;263684,975;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4725";4305934;22379,89;38672,456;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4726";4305959;36459,18;145836,709;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"4727";4305975;69891,17;201007,017;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4728";4306007;23268,7;330299,179;"Demais serviços"
"4729";4306056;25256,34;197782,397;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4730";4306072;17422,81;50839,764;"Administração, defesa, educação e saúde públicas e seguridade social"
"4731";4306106;50248,02;3188890,151;"Comércio e reparação de veículos automotores e motocicletas"
"4732";4306130;33555,4;69090,574;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4733";4306205;28450,97;348752,022;"Demais serviços"
"4734";4306304;24847,17;120359,712;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4735";4306320;24725,76;76699,294;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4736";4306353;13721,7;37652,351;"Administração, defesa, educação e saúde públicas e seguridade social"
"4737";4306379;34353,41;107526,175;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4738";4306403;54907,61;1688573,605;"Indústrias de transformação"
"4739";4306429;47496,99;102498,504;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4740";4306452;27065,82;92835,758;"Demais serviços"
"4741";4306502;16325,01;249429,753;"Administração, defesa, educação e saúde públicas e seguridade social"
"4742";4306551;21466,88;56178,815;"Administração, defesa, educação e saúde públicas e seguridade social"
"4743";4306601;34239,22;1363474,317;"Demais serviços"
"4744";4306700;21879,9;72881,955;"Administração, defesa, educação e saúde públicas e seguridade social"
"4745";4306734;34151,55;174514,419;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4746";4306759;25195,69;52180,271;"Administração, defesa, educação e saúde públicas e seguridade social"
"4747";4306767;41214,19;1590084,641;"Comércio e reparação de veículos automotores e motocicletas"
"4748";4306809;37373,95;827010,762;"Demais serviços"
"4749";4306908;20706,73;535724,599;"Demais serviços"
"4750";4306924;35584,26;47682,91;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4751";4306932;38164,7;342757,157;"Comércio e reparação de veículos automotores e motocicletas"
"4752";4306957;63536,03;192831,863;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"4753";4306973;33673,7;103243,556;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4754";4307005;43354,43;4484451,988;"Demais serviços"
"4755";4307054;40673,82;130766,335;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4756";4307104;20122,72;140456,575;"Administração, defesa, educação e saúde públicas e seguridade social"
"4757";4307203;17705,26;91536,181;"Administração, defesa, educação e saúde públicas e seguridade social"
"4758";4307302;30071,32;230346,337;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4759";4307401;54026,83;178990,883;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4760";4307450;21331,51;68346,145;"Administração, defesa, educação e saúde públicas e seguridade social"
"4761";4307500;42125,28;667390,852;"Demais serviços"
"4762";4307559;52314,2;322307,779;"Indústrias de transformação"
"4763";4307609;27707,5;1310204,568;"Demais serviços"
"4764";4307708;37789,87;3183305,491;"Demais serviços"
"4765";4307807;38479,65;1275215,488;"Demais serviços"
"4766";4307815;33653,36;126031,85;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4767";4307831;64599;174352,705;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4768";4307864;28868,59;78638,048;"Pecuária, inclusive apoio à pecuária"
"4769";4307906;45466,72;3161846,901;"Demais serviços"
"4770";4308003;26977,44;185254,073;"Demais serviços"
"4771";4308052;22295,82;56252,344;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4772";4308078;27434;115058,21;"Indústrias de transformação"
"4773";4308102;30352,88;402873,728;"Demais serviços"
"4774";4308201;50038,24;1481282,082;"Indústrias de transformação"
"4775";4308250;25691,08;50303,138;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4776";4308300;17203,82;186420,546;"Demais serviços"
"4777";4308409;25817,71;182092,315;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4778";4308433;16160,46;40708,2;"Administração, defesa, educação e saúde públicas e seguridade social"
"4779";4308458;53997,7;247741,454;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4780";4308508;34087,29;1050979,174;"Demais serviços"
"4781";4308607;53912,14;1812741,946;"Indústrias de transformação"
"4782";4308656;32165,06;102349,228;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4783";4308706;39136;230041,391;"Demais serviços"
"4784";4308805;17450,41;151172,875;"Administração, defesa, educação e saúde públicas e seguridade social"
"4785";4308854;58161,95;99166,131;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4786";4308904;29949,64;498601,529;"Demais serviços"
"4787";4309001;37315,75;636942,557;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4788";4309050;44378,89;339676,002;"Indústrias de transformação"
"4789";4309100;49078,69;1720060,774;"Demais serviços"
"4790";4309126;19072,45;42855,788;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4791";4309159;19383,29;82398,351;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4792";4309209;45089,08;12406079,325;"Indústrias de transformação"
"4793";4309258;42198,74;67517,981;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4794";4309308;56669,84;5629241,991;"Indústrias de transformação"
"4795";4309407;33362,69;828595,753;"Demais serviços"
"4796";4309506;37151,92;300187,495;"Demais serviços"
"4797";4309555;34308,46;160014,679;"Demais serviços"
"4798";4309571;20538,29;63052,555;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4799";4309605;81910,12;1583977,887;"Indústrias de transformação"
"4800";4309654;24316,6;159541,209;"Administração, defesa, educação e saúde públicas e seguridade social"
"4801";4309704;27580,56;137571,857;"Demais serviços"
"4802";4309753;19480,54;88032,541;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4803";4309803;39763,14;192692,196;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4804";4309902;31990,31;238583,713;"Demais serviços"
"4805";4309951;22915,39;95213,461;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4806";4310009;44413,47;904036,084;"Demais serviços"
"4807";4310108;45664,66;1593833,484;"Indústrias de transformação"
"4808";4310207;38341,14;3194967,497;"Demais serviços"
"4809";4310306;26520,62;111439,65;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4810";4310330;23398,58;481496,031;"Demais serviços"
"4811";4310363;57304,65;180910,777;"Indústrias de transformação"
"4812";4310405;33073,12;218216,442;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4813";4310413;25308,63;58513,543;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4814";4310439;30261,15;196152,766;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4815";4310462;43163,38;85247,681;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4816";4310504;22082,63;174916,532;"Demais serviços"
"4817";4310538;16406,44;88332,248;"Demais serviços"
"4818";4310553;24669,41;87625,745;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4819";4310579;23325,95;53533,05;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4820";4310603;34314,16;1338664,013;"Demais serviços"
"4821";4310652;23372,68;60371,622;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4822";4310702;16583,61;64609,739;"Administração, defesa, educação e saúde públicas e seguridade social"
"4823";4310751;23078,92;48558,056;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4824";4310801;40144,18;903806,151;"Demais serviços"
"4825";4310850;21049,72;85924,937;"Administração, defesa, educação e saúde públicas e seguridade social"
"4826";4310876;37105,82;98924,12;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4827";4310900;31536,49;116811,155;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4828";4311007;25658,02;722427,209;"Demais serviços"
"4829";4311106;20831,62;239855,283;"Demais serviços"
"4830";4311122;16726,62;68294,777;"Administração, defesa, educação e saúde públicas e seguridade social"
"4831";4311130;48481,71;176715,847;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4832";4311155;46834,89;406480,002;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4833";4311205;52616,78;1052966,929;"Comércio e reparação de veículos automotores e motocicletas"
"4834";4311239;21032,21;59983,876;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4835";4311254;16035,29;104485,964;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4836";4311270;45801,89;75573,117;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4837";4311304;33907,96;964817,072;"Demais serviços"
"4838";4311403;45888,7;3662789,915;"Demais serviços"
"4839";4311429;16923;43932,117;"Administração, defesa, educação e saúde públicas e seguridade social"
"4840";4311502;27998,3;218582,718;"Pecuária, inclusive apoio à pecuária"
"4841";4311601;21915,15;124609,538;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4842";4311627;52057,5;300111,495;"Indústrias de transformação"
"4843";4311643;27143,49;46469,648;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4844";4311700;27148,36;153116,74;"Demais serviços"
"4845";4311718;51218,87;246055,443;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4846";4311734;18352,82;56508,346;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4847";4311759;31793,72;234733,041;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4848";4311775;15984,38;112146,378;"Administração, defesa, educação e saúde públicas e seguridade social"
"4849";4311791;34476,97;92294,841;"Indústrias de transformação"
"4850";4311809;46075,14;1891798,997;"Demais serviços"
"4851";4311908;22750,07;112408,119;"Demais serviços"
"4852";4311981;17120,47;67317,696;"Administração, defesa, educação e saúde públicas e seguridade social"
"4853";4312005;21507,96;47102,432;"Administração, defesa, educação e saúde públicas e seguridade social"
"4854";4312054;20065,51;83452,475;"Administração, defesa, educação e saúde públicas e seguridade social"
"4855";4312104;20868,51;106930,261;"Administração, defesa, educação e saúde públicas e seguridade social"
"4856";4312138;31824,39;81915,984;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4857";4312153;30519,42;130501,049;"Indústrias de transformação"
"4858";4312179;28089,49;49999,3;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4859";4312203;20328,51;97658,168;"Demais serviços"
"4860";4312252;18860,37;151995,747;"Demais serviços"
"4861";4312302;23859,58;118701,423;"Demais serviços"
"4862";4312351;34736,2;53667,433;"Pecuária, inclusive apoio à pecuária"
"4863";4312377;22416,98;72832,784;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4864";4312385;49024,6;131827,154;"Indústrias de transformação"
"4865";4312401;51695,39;3301681,258;"Indústrias de transformação"
"4866";4312427;29660,42;88566,013;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4867";4312443;18974,01;60071,726;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4868";4312450;13590,8;89237,219;"Administração, defesa, educação e saúde públicas e seguridade social"
"4869";4312476;27942,96;172771,311;"Indústrias de transformação"
"4870";4312500;28599,29;365899,297;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4871";4312609;56675,81;283719,095;"Indústrias de transformação"
"4872";4312617;119322,26;376581,048;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4873";4312625;23217,81;44183,502;"Administração, defesa, educação e saúde públicas e seguridade social"
"4874";4312658;66717,81;1146545,552;"Indústrias de transformação"
"4875";4312674;46644,31;81720,833;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4876";4312708;29964,75;366978,319;"Demais serviços"
"4877";4312757;46112,05;160516,032;"Comércio e reparação de veículos automotores e motocicletas"
"4878";4312807;41940,14;187514,384;"Indústrias de transformação"
"4879";4312906;51101,73;490525,496;"Indústrias de transformação"
"4880";4312955;41381,97;79949,969;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4881";4313003;29733,36;99428,354;"Pecuária, inclusive apoio à pecuária"
"4882";4313011;48257,38;135458,461;"Pecuária, inclusive apoio à pecuária"
"4883";4313037;25212,75;129215,336;"Indústrias de transformação"
"4884";4313060;30070,72;613593,033;"Indústrias de transformação"
"4885";4313086;25964,88;66677,808;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4886";4313102;42159,91;278466,182;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"4887";4313201;36889,75;762695,673;"Demais serviços"
"4888";4313300;46946,58;1199907,65;"Demais serviços"
"4889";4313334;46010,96;111208,493;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4890";4313359;46224,05;166545,239;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"4891";4313375;42749,68;1130729,072;"Comércio e reparação de veículos automotores e motocicletas"
"4892";4313391;22263,8;91838,17;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4893";4313409;35013,51;8736150,678;"Demais serviços"
"4894";4313425;30897,06;116080,241;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4895";4313441;20425,06;47222,73;"Administração, defesa, educação e saúde públicas e seguridade social"
"4896";4313466;27459,18;49151,933;"Administração, defesa, educação e saúde públicas e seguridade social"
"4897";4313490;19435,59;81260,217;"Administração, defesa, educação e saúde públicas e seguridade social"
"4898";4313508;45569,04;2026364,141;"Demais serviços"
"4899";4313607;24313,88;101437,519;"Pecuária, inclusive apoio à pecuária"
"4900";4313656;43127,14;493762,615;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"4901";4313706;38863,08;1354145,315;"Demais serviços"
"4902";4313805;24962,63;179331,505;"Demais serviços"
"4903";4313904;47201,27;1972116,361;"Indústrias de transformação"
"4904";4313953;33710,99;331884,649;"Demais serviços"
"4905";4314001;34692,41;256862,622;"Demais serviços"
"4906";4314027;21002,33;161234,851;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4907";4314035;23436,26;88120,353;"Administração, defesa, educação e saúde públicas e seguridade social"
"4908";4314050;20340,79;1144718,663;"Demais serviços"
"4909";4314068;19305,19;107221,016;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4910";4314076;26800,57;172327,64;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4911";4314100;43183,62;8584861,142;"Demais serviços"
"4912";4314134;40709,88;93958,414;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4913";4314159;19581,8;166151,545;"Administração, defesa, educação e saúde públicas e seguridade social"
"4914";4314175;49669,96;107684,466;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4915";4314209;18955,62;151626,043;"Demais serviços"
"4916";4314308;54286,19;219479,076;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4917";4314407;24894,68;8573354,702;"Demais serviços"
"4918";4314423;52383,43;293085,293;"Indústrias de transformação"
"4919";4314456;28127,54;73581,645;"Pecuária, inclusive apoio à pecuária"
"4920";4314464;157209,06;330767,863;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"4921";4314472;108054,1;490997,84;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"4922";4314498;17984,27;86378,426;"Pecuária, inclusive apoio à pecuária"
"4923";4314506;22623,23;292133,759;"Demais serviços"
"4924";4314548;16939,1;48581,344;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4925";4314555;21585,41;56661,703;"Administração, defesa, educação e saúde públicas e seguridade social"
"4926";4314605;19056,39;396353,818;"Demais serviços"
"4927";4314704;18019,9;191425,37;"Demais serviços"
"4928";4314753;33742,77;71264,723;"Indústrias de transformação"
"4929";4314779;53597,18;213852,729;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4930";4314787;29046,22;49552,858;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4931";4314803;31050,8;1077214,477;"Demais serviços"
"4932";4314902;49740,9;73862305,953;"Demais serviços"
"4933";4315008;19228,58;100507,804;"Demais serviços"
"4934";4315057;21434,67;54358,316;"Administração, defesa, educação e saúde públicas e seguridade social"
"4935";4315073;19177,75;32141,916;"Administração, defesa, educação e saúde públicas e seguridade social"
"4936";4315107;14556,1;156012,298;"Demais serviços"
"4937";4315131;24182,71;43988,351;"Pecuária, inclusive apoio à pecuária"
"4938";4315149;38016,98;104622,735;"Indústrias de transformação"
"4939";4315156;19615,98;125130,343;"Demais serviços"
"4940";4315172;25755,31;52386,306;"Pecuária, inclusive apoio à pecuária"
"4941";4315206;22441,76;93335,272;"Administração, defesa, educação e saúde públicas e seguridade social"
"4942";4315305;18919,34;445210,016;"Demais serviços"
"4943";4315313;57362,15;106464,157;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4944";4315321;49113,64;138696,922;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4945";4315354;35969,09;137617,729;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4946";4315404;14010,19;156732,033;"Administração, defesa, educação e saúde públicas e seguridade social"
"4947";4315453;20958,97;45837,275;"Pecuária, inclusive apoio à pecuária"
"4948";4315503;26114,63;426060,174;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4949";4315552;23805,04;78961,31;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4950";4315602;44014,66;9215700,567;"Demais serviços"
"4951";4315701;22366,51;872293,706;"Demais serviços"
"4952";4315750;24458,75;112681,483;"Indústrias de transformação"
"4953";4315800;39352,32;436850,14;"Indústrias de transformação"
"4954";4315909;31121,85;185704,049;"Demais serviços"
"4955";4315958;32920,76;82795,7;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4956";4316006;27098,22;566894,741;"Indústrias de transformação"
"4957";4316105;28060,27;300104,565;"Demais serviços"
"4958";4316204;32028,33;176059,737;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4959";4316303;106579,64;772169,503;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"4960";4316402;22633,94;921812,619;"Demais serviços"
"4961";4316428;19599,08;52447,146;"Administração, defesa, educação e saúde públicas e seguridade social"
"4962";4316436;48479,25;138117,381;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4963";4316451;49242,29;615036,213;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"4964";4316477;41340,62;114761,56;"Pecuária, inclusive apoio à pecuária"
"4965";4316501;38066,63;282987,315;"Demais serviços"
"4966";4316600;31778,76;515991,77;"Demais serviços"
"4967";4316709;66972,79;582261,43;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4968";4316733;41062,74;69601,35;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4969";4316758;36749,18;230968,574;"Indústrias de transformação"
"4970";4316808;64653,78;8238767,068;"Demais serviços"
"4971";4316907;25686,04;7152148,855;"Demais serviços"
"4972";4316956;42174,81;268147,434;"Indústrias de transformação"
"4973";4316972;63950,59;161091,529;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4974";4317004;20850,51;175436,181;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4975";4317103;31288,14;2575389,322;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"4976";4317202;38626,76;2810212,444;"Demais serviços"
"4977";4317251;23889,41;42523,144;"Administração, defesa, educação e saúde públicas e seguridade social"
"4978";4317301;30713,95;960548,041;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4979";4317400;25091,89;1271105,196;"Demais serviços"
"4980";4317509;29315,5;2318885,415;"Demais serviços"
"4981";4317558;34952,55;76755,798;"Pecuária, inclusive apoio à pecuária"
"4982";4317608;29928,66;1266970,137;"Demais serviços"
"4983";4317707;28746,13;317673,461;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4984";4317756;45240,25;93149,668;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4985";4317806;39951,17;572660,103;"Demais serviços"
"4986";4317905;34034,19;501595,867;"Demais serviços"
"4987";4317954;25700,85;63429,706;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"4988";4318002;28405,45;1784089,38;"Demais serviços"
"4989";4318051;21011,68;64715,985;"Administração, defesa, educação e saúde públicas e seguridade social"
"4990";4318101;22974,69;445295,436;"Agricultura, inclusive apoio à agricultura e a pós colheita"
